NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
PIRAEUS FINANCIAL HOLDINGS,GRS014003032,,,,,,,,2819,2840,2840,2083
HELLENIC TELECOM.ORG.,GRS260333000,31107,31107,32792,29553,27038,27451,29098,21869,25410,25377,23142
HELLENIQ ENERGY HOLDINGS,GRS298343005,1910498,2035177,,139000,,,,,1298037,3700000,3618000
MIG HOLIDINGS,GRS314003013,,,,,,,,,,,
EUROBANK HOLDINGS,GRS323003012,,,532,649,406,538,778,778,719,946,2681
GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,GRS419003009,83121,83121,934,447,23779,30086,1704,1469,1469,1538,1538
PUBLIC POWER,GRS434003000,47598000,29389747,39290000,34352000,22025796,24655842,18421433,18421433,16445365,16082020,15137902
CHINA UNICOM (HONG KONG),HK0000049939,221343,221343,233551,225106,205766,207450,179229,179229,191140,140000,140000
CHINA TAIPING INSURANCE HLDGS,HK0000055878,4988,4988,2331,1217,1230,1471,1810,25993,2795,2595,2595.99
TELEVISION BROADCASTS,HK0000139300,1584,1584,994,2970,3386,3653,1319,1679,1679,865,1290
SHOUCHENG HOLDINGS,HK0000592854,,,,,,,52,54,54,48,34
NEW WORLD DEVELOPMENT COMPANY,HK0000608585,,,,,,,299884,294166,294166,46006,46006
YUEXIU PROPERTY COMPANY,HK0000745908,,,,,,,,2631,3352,1795,1795.56
CLP HOLDINGS,HK0002007356,44074300,52937000,46686679,46624938,47857000,52155437,50047000,45105000,47690000,44141000,44141000
HONG KONG AND CHINA GAS,HK0003000038,342568,331466,329731,859000,851000,807000,843000,843000,893000,1830000,1830000
WHARF HOLDINGS,HK0004000045,58494,,35293,29708,27993,14899,20846,17024,17577,,16346
POWER ASSETS HOLDINGS,HK0006000050,,8420000,11417,43657,41706,44721,51290,44484,42505,39789,30659.6
PCCW,HK0008011667,16225,16225,21721,24695,7410,6583,6583,6953,6548,6548,4336
HANG LUNG GROUP,HK0010000088,,,,2285,4968,4968,6237,3150,2635,2635,
HANG SENG BANK,HK0011000095,0,0,0,0,13,3009,193,144,144,100,100
HENDERSON LD.DEV.,HK0012000102,42721,42721,18477,850,852,837,811,882,998,998,12869
HYSAN DEVELOPMENT,HK0014000126,,6562,3851,25,25,13,42,23,23,548,1754
SUN HUNG KAI PROPERTIES,HK0016000132,130669,3621,5786,6648,59227,62405,57112,42750,37885,37885,45827
SWIRE PACIFIC 'A',HK0019000162,16079793,,17740000,17938000,18454000,18657000,18477000,7581000,171000,120000,120000
BANK OF EAST ASIA,HK0023000190,3369,3607,3403,508,479,2256,4578,4578,4795,4795,2807.42
MTR,HK0066009694,51963,51963,58342,51752,48141,44102,46134,40949,40611,42188,42188
SINO LAND,HK0083000502,,,685,766,5639,514,605,4045,2906,3735,3541.5
HANG LUNG PROPERTIES,HK0101000591,489,2414,968,2285,4968,4968,6049,3150,2635,3942,3942
CHINA MERCHANTS PORT HOLDINGS,HK0144000764,113598,113598,15105,12596,29429,30628,34303,53880,61898,219784,62802
CHINA EVERBRIGHT,HK0165000859,,122,231,87,87,74,81,46,25,25,8
MELCO INTL.DEV.,HK0200030994,425,425,304,284,15556,20154,30203,16331,16331,17152,17152
SHUN TAK HOLDINGS,HK0242001243,26206,26206,86310,458159,226697,372898,335694,335694,5950,5950,4942
CITIC,HK0267001375,645256,645256,3638120,10413135,34043195,34043195,39916150,39916150,49928949,47010560,48906414.52
GUANGDONG INVESTMENT,HK0270001396,64881,64881,136203,276575,1082812,1334776,1755000,1806852,3038668,2661207,2661207
CHINA RESOURCES BEER HOLDINGS,HK0291001490,323762,323762,299516,194508,183308,170781,195000,147000,110000,202000,177000
CATHAY PACIFIC AIRWAYS,HK0293001514,15913517,15913517,17368305,,,,,,,5349881,5349881
CTII.INTL.INV.HK.,HK0308001558,102967,102967,90163,28236,24563,26205,30357,9049,9049,11778,11778
SHANGHAI INDUSTRIAL HOLDINGS,HK0363006039,158070,158070,180672,27123,6870,6870,17489,17489,11409,14789,116556
HONG KONG EXS.& CLEAR.,HK0388045442,1523,36,36,38,38,85,33,166,102,307,307
BEIJING ENTERPRISES HOLDINGS,HK0392044647,310462,310462,433757,1618951,1188679,2088959,2088959,2199477,2001810,596288,596288
DAH SING FINANCIAL HDG.,HK0440001847,826,826,916,536,536,803,956,928,13,13,152
CHINA OVERSEAS LAND INVESTMENT,HK0688002218,23845,23845,51216,39094,37453,24909,41320,21960,21960,33872,25213
LINK REAL ESTATE INVESTMENT TRUST,HK0823032773,,0,0,0,0,0,5350,3114,9222,9222,13724
CHINA RESOURCES POWER,HK0836012952,181387361,202053793,126344237,132710363,139081588,176200437,134020000,140710000,140710000,152570000,152570000
CNOOC,HK0883013259,8902682,8902682,9965167,4475722,7736000,7345000,8597000,9123000,9123000,9774000,9774000
CHINA MOBILE,HK0941009539,1893214,341819,341819,350000,350000,310000,280000,280000,240000,220000,220000
LENOVO GROUP,HK0992009065,5604,5604,7068,7068,6371,6031,7766,7269,7269,6303,6303
CHIN.PWR.INTDVT.,HK2380027329,4668698,,37495000,35783000,35783000,40802000,48855000,48855000,74430524,61730728,61730728
BOC HONG KONG HOLDINGS,HK2388011192,6780,9492,1588,277,324,333,350,282,265,575,548
OTP BANK,HU0000061726,6044,15080,16168,11838,3541,4639,4374,4497,6078,6669,6669
MAGYAR TKOM.TELECOM.,HU0000073507,28653,28653,25556,25493,21545,21784,20288,13898,13898,12763,12763
RICHTER GEDEON,HU0000123096,24406,24406,16622,18255,16721,24216,22194,45672,44067,51033,56115
MOL MAGYAR OLAJ-ES GAZIPARI,HU0000153937,,,,6070000,7100000,7230000,6810531,6810000,6770000,6640000,6640000
MEDCO ENERGI INTL.,ID1000053705,464658,464658,,276000,276000,571664,1162507,1294520,2279303,5710288,5710288
INDOFOOD SUKSES MAKMUR,ID1000057003,221008,221008,225160,199332,219627,244705,250185,250185,1541600,1508800,1508800
ICT.TUNGGAL PRAKARSA,ID1000061302,7170619,7170619,6345026,5882959,5725349,5788107,5321916,5321916,11100000,10000000,11050000
ASTRA AGRO LESTARI,ID1000066004,123580,123580,,,,,61555,59604,65670,975519,975519
GUDANG GARAM,ID1000068604,55346,55346,79367,83801,90606,94596,37282,111191,111191,81929,108917
BANK PAN INDONESIA,ID1000092703,,,,,,,,,,,
BUKIT ASAM,ID1000094006,60341,225538,225538,228404,,1110143,860597,1648884,1648884,475534,1374153
BANK DANAMON INDONESIA SERIES A,ID1000094204,2242,1941,1791,1612,1135,,,,,,
BANK MANDIRI,ID1000095003,5661,5085,5303,3491,3351,6418,7344,7344,6852,64319,42698
UNILEVER INDONESIA,ID1000095706,46228,46228,82602,64189,71248,91063,88009,606771,120171,16517,16517
BANK NEGARA INDONESIA,ID1000096605,2468,2468,2624,2565,1361,3862,3976,4003,4003,121,121
INDOSAT,ID1000097405,13705,,,,,,8042,10513,9984,12228,17272
BANK MAYBANK INDONESIA,ID1000099302,,,,979,979,,,,,,
GLOBAL MEDIACOM,ID1000105604,1779,1779,1149,842,883,1015,,,,,
ANEKA TAMBANG,ID1000106602,301941,301941,203180,213500,199685,1110304,1104491,1104491,1125710,1125710,1547009
SEMEN INDONESIA (PERSERO),ID1000106800,,,6366053,6366053,22723767,22723767,27959111,25359445,24455835,20759169,24431411
INDO TAMBANGRAYA MEGAH,ID1000108509,1116988,1116988,1034964,892641,918734,,2001251,1974671,1358146,1631375,1537461
LIPPO KARAWACI,ID1000108905,1228,1228,3114,1451,1459,1376,1344,5077,5648,1143,1143
VALE INDONESIA,ID1000109309,,,,659390,659390,,,,1229086,1117524,1117524
BANK CENTRAL ASIA,ID1000109507,3040,3040,3281,3368,3233,4107,4804,5216,4770,806,806
BAKRIE & BROTHERS,ID1000110000,,,,,,,,,,,
PERUSAHAAN GAS NEGARA,ID1000111602,41440,52325,52561,46445,77515,68593,62766,62766,63986,58616,58616
BANK RAKYAT INDONESIA,ID1000118201,5434,4816,5116,4660,5439,6968,8767,8767,8200,132235,132235
ASTRA INTERNATIONAL,ID1000122807,149643,149643,157179,308171,177873,219849,247200,247200,303107,3598219,4387685
KALBE FARMA,ID1000125107,19773,19773,17197,28533,30759,34160,14629,14233,14233,24392,24392
TELEKOMUNIKASI INDONESIA (PERSERO),ID1000129000,31409,31409,36659,36880,44128,50571,50594,50594,56082,53137,53137
CRH PUBLIC LIMITED,IE0001827041,9751000,10300000,20000000,24700000,25600000,35400000,33900000,32400000,33400000,31200000,28700000
DCC,IE0002424939,102806,102000,97000,97000,73000,79000,78000,78000,84000,84000,77000
GREENCORE GROUP,IE0003864109,89588,77850,68530,73624,73624,118394,59495,60105,68386,72320,71858
KERRY GROUP 'A',IE0004906560,373386,373386,305458,301760,304581,387208,382020,382020,416355,460731,419501
KINGSPAN GROUP,IE0004927939,42771,42771,39228,45339,40424,358412,275725,291771,309494,496641,147637
GRAFTON GROUP,IE00B00MZ448,,,,,,37817,64042,54763,38753,38753,32436
C&C GROUP,IE00B010DT83,22360,,26649,20918,16271,16271,26216,20908,23402,21989,21989
ACCENTURE CLASS A,IE00B4BNMY34,32155,32155,26290,26290,24095,22183,18923,13945,9250,17804,17804
EATON,IE00B8KQN827,112000,120000,120000,153000,153000,153000,285954,282952,284695,284695,193857
BANK OF IRELAND GROUP,IE00BD1RP616,,,,2677,4774,4802,6100,5579,4285,3682,3615
WILLIS TOWERS WATSON,IE00BDB6Q211,,,1253,1410,3541,3081,3414,3331,3331,9695,11354
AIB GROUP,IE00BF0L3536,,,,,5403,5160,4784,4213,4213,3004,2670
PERRIGO,IE00BGH1M568,,53078,60027,60027,87020,69920,48598,49587,44704,46134,50849.37
ENDO INTERNATIONAL DEAD - DELIST.02/05/24,IE00BJ3V9050,39339,39339,35283,47530,50387,48837,43616,42914,44290,12718,
TRANE TECHNOLOGIES,IE00BK9ZQ967,,,,,,,348376,273621,257632,237639,206381
SEAGATE TECHNOLOGY HOLDINGS,IE00BKVD2N49,,,,,,,,311120,355206,355206,326718
AON CLASS A,IE00BLP1HW54,,,,,,,7823,7823,4395,5793,22583
PENTAIR,IE00BLS09M33,100018,100018,76034,190360,190360,152272,44511,26783,45610,53963,53963
MEDTRONIC,IE00BTN1Y115,,29182,32651,103130,67833,62931,61803,61803,64022,72992,131600
PERMANENT TSB GHG.,IE00BWB8X525,,,868,271,420,543,520,446,446,399,399
FLUTTER ENTERTAINMENT,IE00BWT6H894,,18403,12493,4347,4075,4075,755,483,854,1196,1196
JOHNSON CONTROLS INTL.,IE00BY7QL619,,,214000,860485,826050,1032520,686713,549358,451311,410103,405288
RYANAIR HOLDINGS,IE00BYTBXV33,,,8590913,9621032,10710980,11662707,11662707,13032597,9193324,9193324,14266186
BEZEQ ISRAELI TELECOMMUNICATION,IL0002300114,12692,12692,11778,11431,11002,11820,10784,17891,20698,18014,18217
NICE,IL0002730112,2386,2386,1264,1229,1060,1220,1655,1869,691,1250,495
ICL GROUP,IL0002810146,,1758662,1718507,1630298,1886626,2277666,2496315,2496315,2158000,2126000,2102000
ISRAEL CORPORATION LTD.,IL0005760173,6289468,6289468,1571287,2485238,1886626,767891,793174,801557,2158000,2157727,2126000
FIRST INTL.BK.OF ISR.,IL0005930388,1224,1224,802,705,783,905,2861,2320,1647,1647,1647
LEUMI LTD.,IL0006046119,4185,10159,5264,6332,5451,7749,6601,5338,3156,4475,4475.09
BANK HAPOALIM B M LTD.,IL0006625771,19275,12861,8798,7140,7140,6452,5766,4439,4439,4569,4331
MIZRAHI TEFAHOT LTD.,IL0006954379,4005,4005,2095,2455,1917,1913,2042,2052,2090,2061,4304.88
ELBIT SYSTEMS,IL0010811243,33401,33401,25088,20076,20076,25326,27152,26708,17042,17042,20996
CHECK POINT SFTW.TECHS.,IL0010824113,,1471,1747,1379,1422,1424,1226,1226,990,1195,86
DELEK GROUP,IL0010841281,2382582,2382582,958118,666213,253365,252286,400937,549514,882757,1966585,2158080
BATM ADVANCED COMMS.,IL0010849045,292,292,,,,98,470,,,,
AMIAD WATER SYSTEMS,IL0010943905,,,,,,,,,,,
CELLCOM,IL0011015349,9018,9018,3888,5289,5359,5946,6030,7184,6658,7773,6934
HOUSING DEVELOPMENT FINANCE CORPORATION,INE001A01036,14793,15169,6799,5185,5097,5177,6355,7043,4724,,
RELIANCE INDUSTRIES,INE002A01018,29608416,25485910,25485910,26278700,21871559,29360000,29360000,44670000,43960000,43960000,37095658
SIEMENS,INE003A01024,101166,101166,120741,10345,10703,,11820,7610,13129,13129,387000
IDBI BANK,INE008A01015,0,,,,4258,3691,2929,2857,2857,8795,1.07
INFOSYS,INE009A01021,23910,23910,22126,17950,16165,13114,15344,8678,8965,8593,8593
ACC,INE012A01025,15146444,15146444,14727219,15100275,,16639926,16772265,13654648,15392785,15397418,17467685
RELIANCE CAPITAL SUSP - SUSP.29/02/24,INE013A01015,13687,13687,17004,1050,1377,1325,,,,,
DABUR INDIA,INE016A01026,4559,4559,6531,13316,15627,17034,20790,15638,21247,13573,13573
LARSEN & TOUBRO,INE018A01030,403021,403021,528823,368660,473993,573383,573383,540874,540874,693115,693115
JSW STEEL,INE019A01038,,,,35650839,41528000,41528000,40045310,40045310,44211310,41643138,46941683
ASIAN PAINTS,INE021A01026,88072,88072,97854,15365,17246,12477,12252,11601,12407,14340,14340
BANK OF BARODA,INE028A01039,,,,,6971,6689,8597,10108,10108,8152,5604.4
BHARAT PETROLEUM,INE029A01011,5211927,4014000,3619330,3900790,3233149,5167630,5023580,3505950,5040620,6681830,10242490
HINDUSTAN UNILEVER,INE030A01027,89050,89050,143085,103806,84745,79610,103939,100580,160082,20165,20165
RELIANCE INFRASTRUCTURE,INE036A01016,5306700,4130747,3404195,5145145,25915666,8860275,2815766,2657848,2446652,113655,16591
HINDALCO INDUSTRIES,INE038A01020,15648468,17261000,21095100,16237124,27160000,27220000,28317088,26198186,26655157,27940000,28240000
HDFC BANK,INE040A01034,,,,,,,,5825,20876,20876,29829
SUZLON ENERGY,INE040H01021,40318,33492,26843,2037,2783,11160,,,15203,28857,6183
IDFC DEAD - DELIST.11/10/24,INE043D01016,163,163,,,166,149,7.448,3,0,0,
SUN PHARM.INDUSTRIES,INE044A01036,40272,40272,53995,62073,58588,57020,62096,49529,49529,47743,41174
GRASIM INDUSTRIES,INE047A01021,,,,22972893,25722924,30364430,3849654,4140000,4570000,67255110,67255110
INDIAN HOTELS,INE053A01029,92544,92544,133708,82239,46133,47101,50609,50609,27613,205958,109328.32
CIPLA,INE059A01026,25295,25295,22231,30034,27852,32715,55013,41617,41617,38355,340792
STATE BANK OF INDIA,INE062A01020,33238,33640,31645,32392,39746,39746,390,553,547,547,217272
CG POWER AND INDUSTRIAL SOLUTIONS,INE067A01029,,,29211,68824,58089,82028,,54923,7142,1861,1861.22
WIPRO,INE075A01022,41500,41500,41339,44355,26177,16046,17528,17528,17139,9571,9640
AMBUJA CEMENTS,INE079A01024,13476725,13476725,13997274,13585987,13543643,28856336,14523738,13405629,16180247,16180247,20000839
TATA STEEL,INE081A01020,,,,,,,,,49200000,49200000,75341608
BANK OF INDIA,INE084A01016,5957,,,,5006,4436,6484,5532,5104,4306,4251
ICICI BANK,INE090A01021,,11697,3735,3981,4529,12378,1303,1402,1560,26000,24000
HINDUSTAN PETROLEUM,INE094A01015,3194949,3194949,,2324820,3434000,3434000,3328000,3328000,3493784,4304201,4304201
MAHINDRA & MAHINDRA,INE101A01026,36070,36070,99296,99296,127263,125804,149655,93403,38114,55451,58936
MNGL.REF.& PETROCHEM.,INE103A01014,,,,2585986,2585986,,,,,,
CONTAINER CORP.OF INDIA,INE111A01025,,,,,149187,186996,216237,162569,119642,134503,15232
STEEL AUTHORITY OF INDIA,INE114A01011,,,,,,,,,,,
ABB INDIA,INE117A01022,,,,12300,12300,,,,,2386,1888
GAIL (INDIA),INE129A01019,2285196,2252649,2252649,2549022,2950694,2892450,4925087,4925087,3295317,4401466,3656175
POWER FINANCE,INE134E01011,4848,4875,2038,4835,4834,3655,5451,8820,15114,15114,7077
NATIONAL ALUMINIUM,INE139A01034,,,,670071,670950,661590,752143,491933,491933,17423094,10199426
PIRAMAL ENTERPRISES,INE140A01024,38964,38964,30228,34914,32027,33228,44305,63908,63908,66459,62.5
TATA COMMUNICATIONS,INE151A01013,15000,15000,13073,14164,21178,8080,6376,5561,5561,4744,5341
THERMAX,INE152A01029,11361,11361,9310,64865,41126,38868,48446,147360,131022,12180,12180
ITC,INE154A01025,1234128,1234128,1142815,1023000,1149000,1149000,1241718,1171553,1257786,1257786,1146088
TATA MOTORS,INE155A01022,81277,81277,61659,68042,97163,97163,60533,41882,41882,63728,63728
HERO MOTOCORP,INE158A01026,74669,74669,42469,45386,42594,52282,50183,37363,37363,26545,19867
GLAXOSMITHKLINE PHARMS.,INE159A01016,,,,6228,6228,,,,6674,7537,486
PUNJAB NATIONAL BANK,INE160A01022,,,,,,,,,,,6622
HOUSING DEV.&.INFR.,INE191I01012,2806,325,541,372,188,,,,,,
VEDANTA,INE205A01025,,38167157,38167157,39391412,29108010,55000000,57482868,58936259,59486747,59486747,57150000
ASHOK LEYLAND,INE208A01029,20385,20385,31126,38452,42001,54959,40740,25790,37313,32055,33110.17
OIL & NATURAL GAS (NSE),INE213A01029,9552412,10830000,11150000,10660000,10230000,9760000,10250000,9319972,8920000,8920000,8545142
BRITANNIA INDS.,INE216A01030,,,,,65671,76491,72599,72695,77309,75813,75813.82
KOTAK MAHINDRA BANK,INE237A01028,56,56,,,,,,90,1214,7820,12214
AXIS BANK,INE238A01034,,,9759,8778,7687,7433,6250,5559,5559,13849,9440
INDIAN OIL,INE242A01010,14234030,,12800000,15880000,13306809,18690000,18950000,20210000,20210000,20830000,20210000
TATA POWER,INE245A01021,34296380,35267826,36334745,36771564,36771564,35723397,34952981,34952981,34500277,28312000,28312000
ZEE ENTERTAINMENT ENTS.,INE256A01028,1288,1591,1042,978,1118,1332,7765,7765,7639,7809,7071.09
BHARAT HEAVY ELS.,INE257A01026,64955,240638,130295,126571,176563,154338,172072.2448,178904,96110,116162,115744
COLGATE-PALMOLIVE INDIA,INE259A01022,,,,,,3289,3954,3542,1623,3378,3378
BHARAT ELECTRONICS,INE263A01024,,,,,,,,14967,19409,18264,2696.4
HINDUSTAN ZINC,INE267A01025,4576813,4576813,,,,,,,,,
CUMMINS INDIA,INE298A01020,,,,8903,8903,9766,8883,6976,6072,4945,4945
EXIDE INDUSTRIES,INE302A01020,,,15879,17991,17583,15238,14322,13046,12557,12829,31684
RELIANCE COMMUNICATIONS,INE330H01018,22473,22473,11518,16741,10694,4161,,,,,
PETRONET L N G,INE347G01014,,,,,61934,67468,74791,69489,69489,3115408,269670
DIVIS LABORATORIES,INE361B01024,12681,12927,10962,8291,,8400,10567,10499,14542,20607,380676
BHARTI AIRTEL,INE397D01024,90860,90860,48749,69141,75418,58278,65590,42955,42955,49786,70251
ADANI ENTERPRISES,INE423A01024,122049,122049,113946,507901,144920,144513,147467.375,354446,456130,692537,787145
SUN TV NETWORK,INE424H01027,,,514,,,,,876,779,1047,1067
JAIPRAKASH ASSOCIATES,INE455F01025,187781,187781,220297,5191031,4726153,,,,,,154545.02
BHARAT FORGE,INE465A01025,11997,11997,105656,65000,75000,81195,123370,79790,72991,75821,122046.43
TATA CONSULTANCY SVS.,INE467B01029,44375,34263,34263,31924,38360,29701,33156,13637,16684,16684,20972
ULTRATECH CEMENT,INE481G01011,31800770,31800770,36460611,32892171,32774441,51270686,47952000,56585915,61453953,62530455,62530455
MARUTI SUZUKI INDIA,INE585B01010,,,351377,366233,407114,407114,337343,197134,197134,216354,223289
NLC INDIA,INE589A01014,,,,,,,,,14288985,26200000,26200000
UPL,INE628A01036,,990115,538247,487593,669663,758738,897752.256,746438,1092857,1092857,797356
TECH MAHINDRA,INE669C01036,,11068,10383,6257,3263,2561,1804,7930,8995,8612,8612
VODAFONE IDEA,INE669E01016,28062,28062,16704,26179,28969,25059,32715,39768,39768,9915,9915.63
UNITED BREWERIES,INE686F01025,37630,37630,,,,,,,,,
UNION BANK OF INDIA,INE692A01016,4659,4822,4442,4311,5087,4763,,,,,274042
UNITECH,INE694A01020,3421,1095,1814,,,,,,,,
NTPC,INE733E01010,,195005399,200620305,231671485,221222495,231986764,252495018,252495018,263900000,336480000,336480000
ADANI PORTS AND SEZ.,INE742F01042,91246,91246,13943,99723,147163,206971,95905,111510,111510,129437,126197
JINDAL STEEL & POWER,INE749A01030,6523781,6523781,6420463,5732891,6345861,12693009,14938557,10671085,25042031,25042031,17360000
POWER GRID CORPORATION OF INDIA,INE752E01010,,86656,6054168,,550138,563242,442759,183193,358573,109736,119517
DISH TV INDIA,INE836F01026,1424,1681,1550,1717,1925,2781,,,,,
UNITED SPIRITS,INE854D01024,,,,,47414,46335,56631,123815,135911,4700,4196
ORACLE FINL.SVS.SFTW.,INE881D01027,,,,,,,,21533,49282,393,402
BAJAJ AUTO,INE917I01010,59552,59552,33316,36381,34799,39059,47476,35309,35229,8667,8667
GLENMARK PHARMACEUTICALS,INE935A01035,,,13078,16762,17773,19876,36127,36127,45376,14967,13343
GENERALI,IT0000062072,17396,20898,21703,21881,24408,23824,20353,17719,24466,24466,36052
MEDIOBANCA BC.FIN,IT0000062957,733,384,384,977,826,2568,4052,3929,3929,3403,2884.73
BPER BANCA,IT0000066123,3122,3122,2564,5021,5021,3207,8387,7845,7845,11866,11045
INTESA SANPAOLO,IT0000072618,59041,45277,43930,40226,40226,57165,45398,23120,42886,59030,50475
CATTOLICA ASSICURAZIONI DEAD - DELIST.12/08/22,IT0000784154,2602,2602,1475,640,640,770,1589,949,1321,,
BANCA PPO.DI SONDRIO,IT0000784196,1821,1821,1382,523,514,1014,4759,6933,6933,4368,3383
SABAF,IT0001042610,,,,,,,,,,,
AUTOGRILL DEAD - DELIST.24/07/23,IT0001137345,164329,164329,65378,69128,91979,107677,16330,14195,5614,5614,
A2A,IT0001233417,4073834,6862002,7658386,7658386,8057008,7491395,6948463,5855402,5855402,8631749,5600628
BUZZI,IT0001347308,20581420,20581420,21729710,17411465,18935652,18981303,19930001,19700460,20623000,18692000,17390000
ARNOLDO MONDADORI EDI.,IT0001469383,1930,1930,,,1328,1420,848,726,726,1069,1502
ENEL,IT0003128367,115500000,115480000,119510000,106720000,105510000,94800000,69980000,45255000,51570000,53066418,53066418
ENI,IT0003132476,47299619,42925895,38513328,40100000,42520000,43350000,41200000,37760000,40080000,39390000,38690000
SNAM,IT0003153415,2180920,1978000,1907000,1439000,1500000,1497179,1347000,1274000,1397000,1397000,1386086
TERNA RETE ELETTRICA NAZ,IT0003242622,64743,75280,66799,61992,75793,62999,68404,58793,58793,72477,71724.8
TELECOM ITALIA,IT0003497168,,157357,140651,154377,145152,165921,153829,130650,127810,112989,104418
ATLANTIA DEAD - DELIST.09/12/22,IT0003506190,56864,56864,148931,131798,138539,135271,192426,155979,115186,115186,
LEONARDO,IT0003856405,232911,232911,272914,270689,256878,286643,332780,359711,359711,262984,195682
UNIPOL GRUPPO FINANZIARIO,IT0004810054,1194,1194,9566,9566,1071,9085,9980,9980,7575,7575,10592
UNIPOLSAI DEAD - DELIST.03/07/24,IT0004827447,883,883,9566,6315,6315,8924,9980,8395,9150,9150,
BANCO BPM,IT0005218380,,,,12421,13742,14993,12473,12137,12279,11475,10602.9
UNICREDIT,IT0005239360,,,,71936,63310,54358,45721,45721,44016,44016,26072
SAIPEM,IT0005495657,,,,,,,,,1054100,1054100,1027700
TESSELLIS,IT0005496473,,,,,,,,,,,
BANCA MONTE DEI PASCHI,IT0005508921,,,,,,,,,11612,7459,5525.1
ATRIUM EUROPEAN RLST. DEAD - DELIST.21/02/22,JE00B3DCF752,,,,6776,6776,2542,2530,2019,2847,,
